id,osm_id,osm_geom_type,osm_tag_key,osm_tag_value,name,name_ur,name_en,alt_name,description_raw,lat,lon,city,province,country,brand,operator,wikidata
c52cace7-58b3-5e4c-a8dd-d7b50a0f7d16,9419855368,node,place,village,ڈھوک ڈھلو,ڈھوک ڈھلو,Dhoke Dhullu,,,33.5167628,72.8010541,Islamabad,Islamabad Capital Territory,Pakistan,,,
f321ba21-c762-57f7-b467-4647be8420a4,9419855371,node,place,village,Ladhial,,,,,33.5058621,72.8164745,Islamabad,Islamabad Capital Territory,Pakistan,,,
79ad1ccd-a3b6-5e33-90df-bcb1498439c2,5590809085,node,place,village,جنگل,جنگل,Jangal,,,33.5164007,72.8200911,Islamabad,Islamabad Capital Territory,Pakistan,,,
aa6580b5-21ed-5823-af50-83a7a070a401,11683077317,node,place,village,Pothwarian,,,,,33.5090807,72.832778,Islamabad,Islamabad Capital Territory,Pakistan,,,
859a4367-927a-5b83-a2e2-5511e3bcc370,9419855377,node,place,village,ڈھوک پراچہ,,Dhoke Paracha,,,33.5015381,72.8754051,Islamabad,Islamabad Capital Territory,Pakistan,,,
ffd145ed-f658-545f-9815-be634c0b60f4,9419855378,node,amenity,place_of_worship,دربار بابامیاں طاہر,,,,,33.5042319,72.8729971,Islamabad,Islamabad Capital Territory,Pakistan,,,
dcaca674-9fd9-536d-9c22-6dfd399234b0,11683077374,node,place,village,Dhoke Mulyaar,,,,,33.5198542,72.8091572,Islamabad,Islamabad Capital Territory,Pakistan,,,
e92f127d-63c9-5d46-9cbb-fcd0c5b032b4,9419855367,node,place,village,منیانوالہ,,Manianwala,,,33.5362006,72.8040332,Islamabad,Islamabad Capital Territory,Pakistan,,,
c099fb1b-b6c2-580c-a6aa-dc2901215689,9419855366,node,place,village,Pind Sultan,,,,,33.5319768,72.8120683,Islamabad,Islamabad Capital Territory,Pakistan,,,
e34f1c9b-ead9-5697-a893-4af18fde16ae,9419855365,node,place,village,میاں رشیدہ,,Mian Rashida,,,33.5329387,72.8338239,Islamabad,Islamabad Capital Territory,Pakistan,,,
05a795fd-3a0e-5b56-9f92-b5cb115bed5f,9419855364,node,place,village,Kak Chaudhry,,,,,33.5324246,72.8392506,Islamabad,Islamabad Capital Territory,Pakistan,,,
937ff43f-96aa-554b-bf6e-02734fe0fb68,9419855363,node,place,village,Katarian,,,,,33.5289228,72.8680266,Islamabad,Islamabad Capital Territory,Pakistan,,,
