osm_id,osm_type,lat,lon,name,name:ar,name:de,name:en,name:es,name:ur,place,name:fa,postal_code,wikidata,wikipedia,wikipedia:ur,amenity,fuel:cng,addr:city,addr:city:en,addr:city:fr,addr:city:pa,addr:city:pnb,addr:city:ur,addr:street,brand,brand:ar,brand:ks,brand:ur,brand:wikidata,brand:wikipedia,brand:wikipedia:ur,name:ks,name:pnb,name:sd,short_name,short_name:ur,created_by,brand:wikipedia:ar,name:pa,is_in,name:ml,brand:en,operator,operator:ar,operator:en,operator:ur,operator:website,operator:wikidata,source,stars,tourism,atm,religion,brand:website,fee,addr:postcode,cuisine,addr:housename,addr:housenumber,designation,brand:pa,brand:wikipedia:pa,old_name,old_name:ur,healthcare,leisure,fuel:1_25,fuel:1_50,fuel:GTL_diesel,fuel:HGV_diesel,fuel:biodiesel,fuel:biogas,fuel:diesel,fuel:e10,fuel:e85,fuel:lpg,fuel:octane_100,fuel:octane_91,fuel:octane_95,fuel:octane_98,wheelchair,building,dispensing,addr:city:ar,addr:city:ks,addr:city:ps,addr:city:sd,email,phone,website,emergency,healthcare:speciality,operator:wikipedia,operator:wikipedia:ar,operator:wikipedia:ur,opening_hours,denomination,government,internet_access,check_date:opening_hours,compressed_air,addr:suburb,brand:fa,brand:wikipedia:fa,takeaway,information,name:mzn,brand:pnb,brand:wikipedia:pnb,long_name,long_name:ur,air_conditioning,currency:PKR,drive_through,fax,official_name,official_name:ar,official_name:ur,short_name:ar,sport,access,name:bal,name:ps,name:azb,contact:facebook,operator:type,name:fr,contact:instagram,contact:twitter,contact:youtube,image,internet_access:fee,mobile,note,capacity,delivery,internet_access:ssid,outdoor_seating,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,payment:easypaisa,payment:mastercard,payment:visa,smoking,toilets,description,rooms,diet:halal,diet:local,bar,highchair,start_date,check_date,parking,area,building:levels,layer,aeroway,shop,office,park_ride,supervised,wikimedia_commons,barrier,fence_type,lit,surface,service:vehicle:body_repair,service:vehicle:brakes,service:vehicle:car_repair,service:vehicle:oil_change,service:vehicle:repairs,height,network,public_transport,railway,station,subway,trolleybus,building:material,bus,workshop,historic,landuse,boundary_type,guest_house,wikipedia:es,military,house,isced:level,school:gender,addr:unit,type
67238377,node,33.6596669,73.0543899,آئ-9,آي-9,I-9,I-9,I-9,آئ-9,suburb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104592878,node,33.6384026,73.0696929,سٹلائٹ ٹاؤن,ستلايت تون,,Satellite Town,,سٹلائٹ ٹاؤن,suburb,ستلایت تاون,46300,Q7426072,ur:سٹلائٹ ٹاؤن، راولپنڈی,سٹلائٹ ٹاؤن، راولپنڈی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243530314,node,33.6087288,73.0652761,,,,,,,,,,,,,fuel,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243531194,node,33.5991725,73.0619384,Safeway CNG,,,,,,,,,,,,fuel,yes,راولپنڈی,Rawalpindi,Rawalpindi,ਰਾਵਲਪਿੰਡੀ,راولپنڈی,راولپنڈی,Murree Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248936001,node,33.6432847,73.105393,پاکستان اسٹیٹ آئل,النفط الحكومية الباكستانية,,Pakistan State Oil,,پاکستان اسٹیٹ آئل,,,,,,,fuel,,,,,,,,,پاکستان اسٹیٹ آئل,النفط الحكومية الباكستانية,پاکستان اسٹیٹ آئل,پاکستان اسٹیٹ آئل,Q2741455,ur:پاکستان اسٹیٹ آئل,پاکستان اسٹیٹ آئل,پاکستان اسٹیٹ آئل,پاکستان سٹیٹ آئل,پاڪستان اسٽيٽ آئل,پی ایس او,پی ایس او,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254765936,node,33.6051071,73.077147,Sir Syed Public School,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,Potlatch 0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254765978,node,33.6037596,73.0758943,Vaqar un Nisa Girls College,,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254766152,node,33.602723,73.0684378,Rawalpindi Medical College,,,,,,,,,,,,college,,,,,,,,Tipu Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254766326,node,33.6083525,73.0617318,Gordon College,,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,Potlatch 0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254766721,node,33.6054859,73.0651142,Municipal Library,,,,,,,,,,,,library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254767279,node,33.598928,73.0616763,شیل,شل,,Shell,,شیل,,شل,,,,,fuel,,راولپنڈی,Rawalpindi,Rawalpindi,ਰਾਵਲਪਿੰਡੀ,راولپنڈی,راولپنڈی,Murree Road,شیل,شل,,شیل,Q154950,ur:رائل دٹچ شیل,رائل دٹچ شیل,,,,,,,رويال داتش شل,ਸ਼ੈਲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255951322,node,33.6078269,73.0654227,,,,,,,,,,,,,fuel,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266492439,node,33.6594006,73.0526497,,,,,,,,,,,,,fuel,yes,,,,,,,,,,,,,,,,,,,,,,,"I-9, Islamabad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274766983,node,33.6621606,73.0834394,فیض آباد,فيض آباد,,Faizabad,,فیض آباد,suburb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274768351,node,33.6523769,73.0900087,Dhok Kala Khan,,,,,,suburb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rawalpindi, Rawalpindi District, Punjab, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274768963,node,33.6536997,73.0810675,Gulshan Dadan Khan,,,,,,suburb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rawalpindi, Rawalpindi District, Punjab, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274769318,node,33.6517124,73.0814514,شمس آباد,,,Shamsabad,,,suburb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rawalpindi, Rawalpindi District, Punjab, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274771800,node,33.624451,73.0724306,چاہ سلطان,شاه سلطان,,Chah Sultan,,چاہ سلطان,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ചാ സുൽത്താൻ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274773175,node,33.6130114,73.0727604,Dhok Khabba,,,,,,suburb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rawalpindi, Rawalpindi District, Punjab, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287736734,node,33.6051512,73.0998658,PSO Shaheen Petrol Pump,,,,,,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287736910,node,33.6047954,73.0994147,Vision CNG,,,,,,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305775199,node,33.6145389,73.0816514,ٹوٹل,طوطال,,Total,,ٹوٹل,,,,,,,fuel,,,,,,,,,طوطال,طوطال,,ٹوٹل,Q154037,ar:طوطال,,,,,,,,طوطال,,,,Total,ٹوٹل پارکو,طوطال باركو,Total Parco,ٹوٹل پارکو,https://www.totalparco.com.pk/,Q85810269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305775209,node,33.6259924,73.0754823,,,,,,,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317621870,node,33.6436084,73.0920255,Hashmat Ali Islamia Degree College,,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical suvey -- SaafPindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317751386,node,33.6378312,73.0935116,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317751582,node,33.6376597,73.0926532,Raja jee CNG,,,,,,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885748362,node,33.6105658,73.0623827,"Savour Food (""Pulao Kabab"")",,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976879762,node,33.6418763,73.0651464,Governament College Satellite Town,,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042607910,node,33.5980169,73.0522799,Hotel Avanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336412278,node,33.6003531,73.0544083,,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,HBL,,,,,,Yahoo + Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336412279,node,33.6003439,73.0543999,Habib Bank (HBL),,,,,,,,,,,,bank,,,,,,,,Massy Gate,,,,,,,,,,,,,,,,,,,,,,,,,Yahoo,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336412280,node,33.600819,73.0537438,Jamia Mosque Ahle Hadees,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yahoo + Local Knowlwdge,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336412281,node,33.5997198,73.0518984,جامع مسجد حنفیہ,,,Jamia Mosque Hanfia,,جامع مسجد حنفیہ,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361318336,node,33.6121465,73.0545853,,,,,,,,,,,,,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361346115,node,33.6022056,73.0959477,National Bank,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364819167,node,33.5999252,73.070604,Chamanzaar Colony,,,,,,locality,,,,,,,,راولپنڈی,Rawalpindi,Rawalpindi,ਰਾਵਲਪਿੰਡੀ,راولپنڈی,راولپنڈی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365149504,node,33.6111412,73.0907454,,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,Askari Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365161273,node,33.6089632,73.0819505,عسکری بینک,بنك العسكري,,Askari Bank,,عسکری بینک,,,,,,,bank,,,,,,,,,عسکری بینک,بنك العسكري,,عسکری بینک,Q4807137,ur:عسکری بینک,عسکری بینک,,,,,,,,,,,Askari Bank,,,,,,,,,,,,https://askaribank.com/urdu/?lang=ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365161274,node,33.6096959,73.0823367,,,,,,,,,,,,,atm,,,,,,,,,,,,,,,,,,,,,,,,,,,HBL PAF CHAKLALA,,,,,,,,,,,,ATM HBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365161277,node,33.6148425,73.081693,ٹوٹل,طوطال,,Total,,ٹوٹل,,,,,,,fuel,,,,,,,,,طوطال,طوطال,,ٹوٹل,Q154037,ar:طوطال,,,,,,,,طوطال,,,,Total,ٹوٹل پارکو,طوطال باركو,Total Parco,ٹوٹل پارکو,https://www.totalparco.com.pk/,Q85810269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365161279,node,33.6086237,73.0814569,Habib Bank Limited ,,,,,,,,,,,,bank,,,,,,,,PAF chowk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381312163,node,33.61004,73.0836721,Main Jamia Masjid Paf Nur Khan,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381312174,node,33.6098436,73.0882994,مسجد اقبال,مسجد إقبال,,Masjid Iqbal,,مسجد اقبال,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389216425,node,33.6233032,73.1001477,AFOHS Falcon Complex,,,,,,neighbourhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395775047,node,33.6375246,73.0707775,کمرشل مارکیٹ,,,Commercial Market,,کمرشل مارکیٹ,,,,,,,marketplace,,راولپنڈی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420080299,node,33.5979489,73.0578919,FG College for Women,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496096815,node,33.6424695,73.0660384,"Hostel, Govt. College for Boys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583592026,node,33.6502212,73.0767252,rawalpindi food street,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583594095,node,33.6434643,73.0644866,BOARD OF INTERMEDIATE AND SECONDARY EDUCATION RAWALPINDI,,,,,,,,,,,,townhall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596068749,node,33.6425931,73.0665608,کالج مسجد,مسجد الكلية,,College Masjid,Mezquita del Colegio,کالج مسجد,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596069531,node,33.6431111,73.0699511,sideque public school,,,,,,,,,,,,school,,,,,,,,6th road,,,,,,,,,,,,,,,,,,,,,,,,,nadeem fareed,,,,,,,,,saddique pubic school,12-d,6th road rawalpindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
